Latitude,Longitude,Time of Observation,Sea Surface Temperature,Latitude1,Longitude1
57.2,0.8,2015-07-01T00:00:00,54.3,56.699999999999996,0.425
50.9,1.3,2015-07-01T00:00:00,59.0,50.4,1.275
51.2,1.8,2015-07-01T00:00:00,59.7,51.3,2.125
51.4,2.0,2015-07-01T00:00:00,59.4,51.3,2.125
56.5,3.2,2015-07-01T00:00:00,55.2,56.699999999999996,2.9749999999999996
55.2,3.6,2015-07-01T00:00:00,57.4,54.9,3.8249999999999997
51.3,4.3,2015-07-01T00:00:00,67.8,51.3,4.675
55.0,6.4,2015-07-01T00:00:00,56.5,54.9,6.375
54.5,6.6,2015-07-01T00:00:00,59.7,54.0,6.375
53.8,7.7,2015-07-01T00:00:00,61.0,54.0,8.075
53.9,7.9,2015-07-01T00:00:00,59.2,54.0,8.075
54.2,7.9,2015-07-01T00:00:00,61.2,54.0,8.075
54.3,7.9,2015-07-01T00:00:00,59.2,54.0,8.075
58.5,1.0,2015-07-01T00:00:00,51.8,58.5,1.275
58.2,3.7,2015-07-01T00:49:00,54.1,58.5,3.8249999999999997
57.2,0.8,2015-07-01T01:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T01:00:00,59.7,51.3,2.125
51.4,2.0,2015-07-01T01:00:00,59.4,51.3,2.125
55.2,3.6,2015-07-01T01:00:00,57.4,54.9,3.8249999999999997
51.3,4.3,2015-07-01T01:00:00,67.8,51.3,4.675
55.0,6.4,2015-07-01T01:00:00,57.4,54.9,6.375
54.5,6.8,2015-07-01T01:00:00,60.4,54.0,6.375
53.8,7.7,2015-07-01T01:00:00,60.8,54.0,8.075
54.2,7.8,2015-07-01T01:00:00,58.1,54.0,8.075
53.9,7.9,2015-07-01T01:00:00,59.2,54.0,8.075
54.2,7.9,2015-07-01T01:00:00,61.2,54.0,8.075
54.2,8.0,2015-07-01T01:00:00,61.3,54.0,8.075
58.2,3.7,2015-07-01T01:49:00,54.3,58.5,3.8249999999999997
51.2,1.8,2015-07-01T02:00:00,59.7,51.3,2.125
51.4,2.0,2015-07-01T02:00:00,59.2,51.3,2.125
55.3,3.6,2015-07-01T02:00:00,57.2,54.9,3.8249999999999997
51.3,4.3,2015-07-01T02:00:00,67.5,51.3,4.675
55.0,6.4,2015-07-01T02:00:00,56.7,54.9,6.375
54.6,7.1,2015-07-01T02:00:00,59.5,54.9,7.225
53.8,7.7,2015-07-01T02:00:00,60.3,54.0,8.075
54.2,7.8,2015-07-01T02:00:00,58.5,54.0,8.075
54.2,7.9,2015-07-01T02:00:00,61.5,54.0,8.075
54.2,8.0,2015-07-01T02:00:00,61.2,54.0,8.075
54.0,8.1,2015-07-01T02:00:00,59.7,54.0,8.075
54.9,8.2,2015-07-01T02:00:00,60.4,54.9,8.075
58.2,3.7,2015-07-01T02:49:00,54.3,58.5,3.8249999999999997
57.2,0.8,2015-07-01T03:00:00,54.1,56.699999999999996,0.425
51.2,1.8,2015-07-01T03:00:00,59.7,51.3,2.125
51.4,2.0,2015-07-01T03:00:00,59.2,51.3,2.125
56.5,3.2,2015-07-01T03:00:00,55.6,56.699999999999996,2.9749999999999996
55.3,3.6,2015-07-01T03:00:00,57.0,54.9,3.8249999999999997
51.3,4.3,2015-07-01T03:00:00,67.5,51.3,4.675
55.0,6.4,2015-07-01T03:00:00,56.7,54.9,6.375
54.6,7.3,2015-07-01T03:00:00,60.8,54.9,7.225
53.8,7.7,2015-07-01T03:00:00,60.6,54.0,8.075
54.2,7.8,2015-07-01T03:00:00,60.1,54.0,8.075
54.2,7.9,2015-07-01T03:00:00,61.5,54.0,8.075
54.2,8.0,2015-07-01T03:00:00,61.7,54.0,8.075
54.0,8.1,2015-07-01T03:00:00,59.7,54.0,8.075
54.9,8.2,2015-07-01T03:00:00,60.6,54.9,8.075
58.2,3.7,2015-07-01T03:49:00,54.3,58.5,3.8249999999999997
57.2,0.8,2015-07-01T04:00:00,54.1,56.699999999999996,0.425
51.2,1.8,2015-07-01T04:00:00,59.7,51.3,2.125
51.4,2.0,2015-07-01T04:00:00,59.2,51.3,2.125
55.3,3.6,2015-07-01T04:00:00,57.0,54.9,3.8249999999999997
51.4,4.2,2015-07-01T04:00:00,67.5,51.3,3.8249999999999997
55.0,6.4,2015-07-01T04:00:00,56.5,54.9,6.375
54.7,7.6,2015-07-01T04:00:00,59.4,54.9,7.225
53.8,7.7,2015-07-01T04:00:00,61.0,54.0,8.075
54.2,7.8,2015-07-01T04:00:00,61.0,54.0,8.075
53.9,7.8,2015-07-01T04:00:00,59.2,54.0,8.075
54.2,7.9,2015-07-01T04:00:00,61.5,54.0,8.075
54.2,8.0,2015-07-01T04:00:00,62.1,54.0,8.075
54.9,8.2,2015-07-01T04:00:00,60.3,54.9,8.075
58.2,3.7,2015-07-01T04:49:00,54.3,58.5,3.8249999999999997
57.2,0.8,2015-07-01T05:00:00,54.0,56.699999999999996,0.425
51.2,1.8,2015-07-01T05:00:00,59.7,51.3,2.125
51.4,2.0,2015-07-01T05:00:00,59.2,51.3,2.125
55.3,3.3,2015-07-01T05:00:00,57.0,54.9,2.9749999999999996
55.0,6.4,2015-07-01T05:00:00,56.3,54.9,6.375
53.8,7.7,2015-07-01T05:00:00,60.6,54.0,8.075
54.2,7.8,2015-07-01T05:00:00,60.6,54.0,8.075
53.9,7.8,2015-07-01T05:00:00,59.4,54.0,8.075
54.7,7.8,2015-07-01T05:00:00,59.0,54.9,8.075
54.2,7.9,2015-07-01T05:00:00,61.2,54.0,8.075
54.2,8.0,2015-07-01T05:00:00,62.2,54.0,8.075
54.9,8.2,2015-07-01T05:00:00,60.1,54.9,8.075
58.2,3.8,2015-07-01T05:49:00,54.0,58.5,3.8249999999999997
51.2,1.8,2015-07-01T06:00:00,59.7,51.3,2.125
58.4,1.9,2015-07-01T06:00:00,51.3,58.5,2.125
51.4,2.0,2015-07-01T06:00:00,59.2,51.3,2.125
55.3,3.0,2015-07-01T06:00:00,56.8,54.9,2.9749999999999996
52.1,3.1,2015-07-01T06:00:00,60.8,52.199999999999996,2.9749999999999996
56.5,3.2,2015-07-01T06:00:00,55.4,56.699999999999996,2.9749999999999996
51.4,3.6,2015-07-01T06:00:00,65.1,51.3,3.8249999999999997
55.0,6.4,2015-07-01T06:00:00,56.5,54.9,6.375
57.1,7.2,2015-07-01T06:00:00,59.0,56.699999999999996,7.225
53.8,7.7,2015-07-01T06:00:00,60.4,54.0,8.075
54.2,7.8,2015-07-01T06:00:00,60.1,54.0,8.075
53.9,7.8,2015-07-01T06:00:00,59.4,54.0,8.075
54.7,7.8,2015-07-01T06:00:00,59.7,54.9,8.075
54.2,7.9,2015-07-01T06:00:00,61.2,54.0,8.075
54.2,8.0,2015-07-01T06:00:00,62.2,54.0,8.075
54.9,8.2,2015-07-01T06:00:00,60.6,54.9,8.075
58.2,3.8,2015-07-01T06:49:00,54.0,58.5,3.8249999999999997
57.2,0.8,2015-07-01T07:00:00,54.0,56.699999999999996,0.425
51.2,1.8,2015-07-01T07:00:00,59.7,51.3,2.125
51.4,2.0,2015-07-01T07:00:00,59.2,51.3,2.125
55.3,2.7,2015-07-01T07:00:00,56.8,54.9,2.9749999999999996
51.4,3.2,2015-07-01T07:00:00,64.8,51.3,2.9749999999999996
53.4,4.5,2015-07-01T07:00:00,60.3,53.1,4.675
55.0,6.4,2015-07-01T07:00:00,57.2,54.9,6.375
54.2,7.8,2015-07-01T07:00:00,58.8,54.0,8.075
54.6,7.8,2015-07-01T07:00:00,59.4,54.9,8.075
53.8,7.8,2015-07-01T07:00:00,60.1,54.0,8.075
53.9,7.9,2015-07-01T07:00:00,59.2,54.0,8.075
54.2,7.9,2015-07-01T07:00:00,61.2,54.0,8.075
54.2,8.0,2015-07-01T07:00:00,61.9,54.0,8.075
54.9,8.2,2015-07-01T07:00:00,60.4,54.9,8.075
58.2,3.8,2015-07-01T07:49:00,54.3,58.5,3.8249999999999997
57.2,0.8,2015-07-01T08:00:00,54.0,56.699999999999996,0.425
51.2,1.8,2015-07-01T08:00:00,59.7,51.3,2.125
51.4,2.0,2015-07-01T08:00:00,59.2,51.3,2.125
55.2,2.5,2015-07-01T08:00:00,56.8,54.9,2.125
53.1,4.4,2015-07-01T08:00:00,60.4,53.1,4.675
55.0,6.4,2015-07-01T08:00:00,57.6,54.9,6.375
54.7,7.7,2015-07-01T08:00:00,58.5,54.9,8.075
53.8,7.7,2015-07-01T08:00:00,60.3,54.0,8.075
54.2,7.8,2015-07-01T08:00:00,59.0,54.0,8.075
53.9,7.8,2015-07-01T08:00:00,59.2,54.0,8.075
54.2,7.9,2015-07-01T08:00:00,61.0,54.0,8.075
54.2,8.0,2015-07-01T08:00:00,61.3,54.0,8.075
54.9,8.2,2015-07-01T08:00:00,60.4,54.9,8.075
58.2,3.8,2015-07-01T08:49:00,54.5,58.5,3.8249999999999997
51.2,1.8,2015-07-01T09:00:00,59.7,51.3,2.125
58.4,1.9,2015-07-01T09:00:00,52.3,58.5,2.125
51.4,2.0,2015-07-01T09:00:00,59.2,51.3,2.125
55.3,2.2,2015-07-01T09:00:00,56.7,54.9,2.125
56.5,3.2,2015-07-01T09:00:00,56.1,56.699999999999996,2.9749999999999996
51.8,3.3,2015-07-01T09:00:00,61.5,51.3,2.9749999999999996
55.0,6.4,2015-07-01T09:00:00,56.3,54.9,6.375
54.8,7.5,2015-07-01T09:00:00,58.6,54.9,7.225
53.8,7.7,2015-07-01T09:00:00,61.7,54.0,8.075
53.9,7.8,2015-07-01T09:00:00,59.0,54.0,8.075
54.2,7.8,2015-07-01T09:00:00,61.2,54.0,8.075
54.2,8.0,2015-07-01T09:00:00,61.0,54.0,8.075
54.9,8.2,2015-07-01T09:00:00,60.4,54.9,8.075
58.2,3.8,2015-07-01T09:49:00,54.7,58.5,3.8249999999999997
51.2,1.8,2015-07-01T10:00:00,59.9,51.3,2.125
51.4,2.0,2015-07-01T10:00:00,59.5,51.3,2.125
55.2,2.2,2015-07-01T10:00:00,56.7,54.9,2.125
52.2,3.5,2015-07-01T10:00:00,59.7,52.199999999999996,3.8249999999999997
52.8,3.8,2015-07-01T10:00:00,58.1,53.1,3.8249999999999997
55.0,6.4,2015-07-01T10:00:00,55.9,54.9,6.375
54.9,7.3,2015-07-01T10:00:00,59.5,54.9,7.225
54.2,7.6,2015-07-01T10:00:00,60.3,54.0,7.225
53.8,7.7,2015-07-01T10:00:00,61.5,54.0,8.075
54.2,7.8,2015-07-01T10:00:00,59.2,54.0,8.075
54.2,7.9,2015-07-01T10:00:00,60.3,54.0,8.075
54.9,8.2,2015-07-01T10:00:00,60.6,54.9,8.075
58.2,3.8,2015-07-01T10:49:00,54.7,58.5,3.8249999999999997
57.2,0.8,2015-07-01T11:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T11:00:00,60.4,51.3,2.125
51.4,2.0,2015-07-01T11:00:00,59.7,51.3,2.125
55.0,2.2,2015-07-01T11:00:00,57.4,54.9,2.125
52.5,3.7,2015-07-01T11:00:00,59.4,52.199999999999996,3.8249999999999997
55.0,6.4,2015-07-01T11:00:00,56.8,54.9,6.375
55.0,7.1,2015-07-01T11:00:00,59.4,54.9,7.225
54.2,7.6,2015-07-01T11:00:00,60.4,54.0,7.225
53.8,7.7,2015-07-01T11:00:00,61.2,54.0,8.075
54.2,7.8,2015-07-01T11:00:00,59.2,54.0,8.075
53.9,7.9,2015-07-01T11:00:00,59.5,54.0,8.075
54.1,8.0,2015-07-01T11:00:00,60.8,54.0,8.075
58.2,3.8,2015-07-01T11:49:00,54.7,58.5,3.8249999999999997
57.2,0.8,2015-07-01T12:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T12:00:00,60.4,51.3,2.125
58.4,1.9,2015-07-01T12:00:00,52.2,58.5,2.125
51.4,2.0,2015-07-01T12:00:00,60.1,51.3,2.125
55.0,2.2,2015-07-01T12:00:00,57.6,54.9,2.125
56.5,3.2,2015-07-01T12:00:00,55.4,56.699999999999996,2.9749999999999996
52.8,4.1,2015-07-01T12:00:00,61.7,53.1,3.8249999999999997
53.7,5.8,2015-07-01T12:00:00,59.0,54.0,5.5249999999999995
55.0,6.4,2015-07-01T12:00:00,56.7,54.9,6.375
54.9,7.1,2015-07-01T12:00:00,59.9,54.9,7.225
54.2,7.6,2015-07-01T12:00:00,60.6,54.0,7.225
54.2,7.8,2015-07-01T12:00:00,60.4,54.0,8.075
53.9,7.8,2015-07-01T12:00:00,59.5,54.0,8.075
53.8,7.8,2015-07-01T12:00:00,61.2,54.0,8.075
54.1,8.0,2015-07-01T12:00:00,60.8,54.0,8.075
58.1,3.8,2015-07-01T12:49:00,54.7,57.6,3.8249999999999997
57.2,0.8,2015-07-01T13:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T13:00:00,60.4,51.3,2.125
51.4,2.0,2015-07-01T13:00:00,60.8,51.3,2.125
54.9,2.2,2015-07-01T13:00:00,57.9,54.9,2.125
53.1,4.4,2015-07-01T13:00:00,62.4,53.1,4.675
55.0,6.4,2015-07-01T13:00:00,57.7,54.9,6.375
55.0,7.4,2015-07-01T13:00:00,58.6,54.9,7.225
54.2,7.6,2015-07-01T13:00:00,60.6,54.0,7.225
54.2,7.8,2015-07-01T13:00:00,61.3,54.0,8.075
53.9,7.8,2015-07-01T13:00:00,59.9,54.0,8.075
54.1,8.0,2015-07-01T13:00:00,61.0,54.0,8.075
53.8,8.0,2015-07-01T13:00:00,60.4,54.0,8.075
58.1,3.8,2015-07-01T13:49:00,55.0,57.6,3.8249999999999997
57.2,0.8,2015-07-01T14:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T14:00:00,60.4,51.3,2.125
51.4,2.0,2015-07-01T14:00:00,60.8,51.3,2.125
54.8,2.3,2015-07-01T14:00:00,57.7,54.9,2.125
53.4,4.7,2015-07-01T14:00:00,64.2,53.1,4.675
55.0,6.4,2015-07-01T14:00:00,57.7,54.9,6.375
54.2,7.6,2015-07-01T14:00:00,61.0,54.0,7.225
54.9,7.7,2015-07-01T14:00:00,60.4,54.9,8.075
54.2,7.8,2015-07-01T14:00:00,61.7,54.0,8.075
53.9,7.9,2015-07-01T14:00:00,59.4,54.0,8.075
54.1,8.0,2015-07-01T14:00:00,60.6,54.0,8.075
54.9,8.2,2015-07-01T14:00:00,61.7,54.9,8.075
53.8,8.2,2015-07-01T14:00:00,63.5,54.0,8.075
58.1,3.8,2015-07-01T14:49:00,55.0,57.6,3.8249999999999997
57.2,0.8,2015-07-01T15:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T15:00:00,60.6,51.3,2.125
58.4,1.9,2015-07-01T15:00:00,52.7,58.5,2.125
51.4,2.0,2015-07-01T15:00:00,60.4,51.3,2.125
54.8,2.5,2015-07-01T15:00:00,57.9,54.9,2.125
56.5,3.2,2015-07-01T15:00:00,55.8,56.699999999999996,2.9749999999999996
53.6,5.3,2015-07-01T15:00:00,60.6,53.1,5.5249999999999995
55.0,6.4,2015-07-01T15:00:00,58.1,54.9,6.375
54.1,7.7,2015-07-01T15:00:00,62.2,54.0,8.075
53.9,7.9,2015-07-01T15:00:00,59.5,54.0,8.075
54.9,7.9,2015-07-01T15:00:00,61.9,54.9,8.075
54.1,8.0,2015-07-01T15:00:00,61.0,54.0,8.075
54.1,8.1,2015-07-01T15:00:00,61.9,54.0,8.075
58.1,3.8,2015-07-01T15:49:00,55.2,57.6,3.8249999999999997
57.2,0.8,2015-07-01T16:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T16:00:00,61.0,51.3,2.125
51.4,2.0,2015-07-01T16:00:00,60.4,51.3,2.125
54.7,2.8,2015-07-01T16:00:00,57.7,54.9,2.9749999999999996
52.7,4.1,2015-07-01T16:00:00,66.2,52.199999999999996,3.8249999999999997
53.7,5.9,2015-07-01T16:00:00,62.4,54.0,5.5249999999999995
55.0,6.4,2015-07-01T16:00:00,58.3,54.9,6.375
54.2,7.8,2015-07-01T16:00:00,61.0,54.0,8.075
53.9,7.9,2015-07-01T16:00:00,60.1,54.0,8.075
54.0,7.9,2015-07-01T16:00:00,61.3,54.0,8.075
54.2,7.9,2015-07-01T16:00:00,62.4,54.0,8.075
54.1,8.0,2015-07-01T16:00:00,61.5,54.0,8.075
54.9,8.2,2015-07-01T16:00:00,61.7,54.9,8.075
54.9,8.2,2015-07-01T16:00:00,61.9,54.9,8.075
58.1,3.8,2015-07-01T16:49:00,55.4,57.6,3.8249999999999997
57.2,0.8,2015-07-01T17:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T17:00:00,61.3,51.3,2.125
51.4,2.0,2015-07-01T17:00:00,60.3,51.3,2.125
54.8,3.1,2015-07-01T17:00:00,58.1,54.9,2.9749999999999996
55.0,6.4,2015-07-01T17:00:00,58.3,54.9,6.375
54.2,7.8,2015-07-01T17:00:00,62.6,54.0,8.075
53.9,7.9,2015-07-01T17:00:00,60.6,54.0,8.075
54.2,7.9,2015-07-01T17:00:00,62.8,54.0,8.075
54.1,8.0,2015-07-01T17:00:00,62.6,54.0,8.075
54.9,8.2,2015-07-01T17:00:00,61.2,54.9,8.075
54.9,8.2,2015-07-01T17:00:00,61.5,54.9,8.075
54.0,8.2,2015-07-01T17:00:00,61.9,54.0,8.075
58.1,3.8,2015-07-01T17:49:00,55.4,57.6,3.8249999999999997
51.2,1.8,2015-07-01T18:00:00,61.5,51.3,2.125
51.4,2.0,2015-07-01T18:00:00,60.4,51.3,2.125
56.5,3.2,2015-07-01T18:00:00,56.5,56.699999999999996,2.9749999999999996
54.8,3.3,2015-07-01T18:00:00,58.3,54.9,2.9749999999999996
55.0,6.4,2015-07-01T18:00:00,58.1,54.9,6.375
57.0,6.9,2015-07-01T18:00:00,59.0,56.699999999999996,7.225
53.8,7.0,2015-07-01T18:00:00,60.6,54.0,7.225
53.9,7.9,2015-07-01T18:00:00,60.4,54.0,8.075
54.2,7.9,2015-07-01T18:00:00,62.4,54.0,8.075
54.1,8.0,2015-07-01T18:00:00,62.6,54.0,8.075
54.0,8.1,2015-07-01T18:00:00,59.9,54.0,8.075
54.9,8.2,2015-07-01T18:00:00,61.3,54.9,8.075
54.9,8.2,2015-07-01T18:00:00,61.7,54.9,8.075
50.8,1.0,2015-07-01T18:00:00,63.0,50.4,1.275
58.2,3.9,2015-07-01T18:49:00,55.2,58.5,3.8249999999999997
57.2,0.8,2015-07-01T19:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T19:00:00,61.2,51.3,2.125
51.4,2.0,2015-07-01T19:00:00,60.4,51.3,2.125
54.8,3.5,2015-07-01T19:00:00,58.1,54.9,3.8249999999999997
55.0,6.4,2015-07-01T19:00:00,57.9,54.9,6.375
53.9,7.4,2015-07-01T19:00:00,60.3,54.0,7.225
54.2,7.8,2015-07-01T19:00:00,62.2,54.0,8.075
53.9,7.9,2015-07-01T19:00:00,59.9,54.0,8.075
54.2,7.9,2015-07-01T19:00:00,61.5,54.0,8.075
54.1,8.0,2015-07-01T19:00:00,62.2,54.0,8.075
54.9,8.2,2015-07-01T19:00:00,61.3,54.9,8.075
54.9,8.2,2015-07-01T19:00:00,61.9,54.9,8.075
58.2,3.9,2015-07-01T19:49:00,55.0,58.5,3.8249999999999997
57.2,0.8,2015-07-01T20:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T20:00:00,60.6,51.3,2.125
51.4,2.0,2015-07-01T20:00:00,60.4,51.3,2.125
54.8,3.6,2015-07-01T20:00:00,58.1,54.9,3.8249999999999997
53.7,4.9,2015-07-01T20:00:00,60.3,54.0,4.675
58.4,5.1,2015-07-01T20:00:00,55.4,58.5,4.675
55.0,6.4,2015-07-01T20:00:00,57.7,54.9,6.375
53.9,7.7,2015-07-01T20:00:00,61.5,54.0,8.075
54.2,7.8,2015-07-01T20:00:00,60.6,54.0,8.075
53.9,7.8,2015-07-01T20:00:00,59.5,54.0,8.075
54.2,7.9,2015-07-01T20:00:00,61.3,54.0,8.075
54.1,8.0,2015-07-01T20:00:00,62.1,54.0,8.075
54.9,8.2,2015-07-01T20:00:00,61.0,54.9,8.075
54.9,8.2,2015-07-01T20:00:00,61.9,54.9,8.075
50.8,1.0,2015-07-01T20:00:00,64.2,50.4,1.275
58.2,3.9,2015-07-01T20:49:00,55.2,58.5,3.8249999999999997
57.2,0.8,2015-07-01T21:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T21:00:00,60.4,51.3,2.125
51.4,2.0,2015-07-01T21:00:00,60.1,51.3,2.125
56.5,3.2,2015-07-01T21:00:00,56.5,56.699999999999996,2.9749999999999996
54.8,3.5,2015-07-01T21:00:00,57.9,54.9,3.8249999999999997
55.0,6.4,2015-07-01T21:00:00,57.7,54.9,6.375
53.9,7.6,2015-07-01T21:00:00,60.8,54.0,7.225
54.2,7.8,2015-07-01T21:00:00,60.4,54.0,8.075
54.2,7.9,2015-07-01T21:00:00,61.7,54.0,8.075
54.1,8.0,2015-07-01T21:00:00,61.9,54.0,8.075
54.0,8.0,2015-07-01T21:00:00,59.9,54.0,8.075
54.9,8.2,2015-07-01T21:00:00,60.8,54.9,8.075
54.9,8.2,2015-07-01T21:00:00,61.0,54.9,8.075
58.1,3.9,2015-07-01T21:49:00,55.0,57.6,3.8249999999999997
57.2,0.8,2015-07-01T22:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T22:00:00,60.4,51.3,2.125
54.8,3.4,2015-07-01T22:00:00,58.1,54.9,2.9749999999999996
55.0,6.4,2015-07-01T22:00:00,55.9,54.9,6.375
54.2,7.8,2015-07-01T22:00:00,60.4,54.0,8.075
53.9,7.8,2015-07-01T22:00:00,59.4,54.0,8.075
54.2,7.9,2015-07-01T22:00:00,61.7,54.0,8.075
54.1,8.0,2015-07-01T22:00:00,61.5,54.0,8.075
54.9,8.2,2015-07-01T22:00:00,60.6,54.9,8.075
58.1,3.9,2015-07-01T22:49:00,54.9,57.6,3.8249999999999997
57.2,0.8,2015-07-01T23:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-01T23:00:00,60.4,51.3,2.125
51.4,2.0,2015-07-01T23:00:00,59.9,51.3,2.125
54.8,3.2,2015-07-01T23:00:00,58.3,54.9,2.9749999999999996
55.0,6.4,2015-07-01T23:00:00,57.6,54.9,6.375
54.2,7.8,2015-07-01T23:00:00,60.3,54.0,8.075
54.2,7.9,2015-07-01T23:00:00,62.4,54.0,8.075
54.1,8.0,2015-07-01T23:00:00,60.6,54.0,8.075
54.9,8.2,2015-07-01T23:00:00,60.8,54.9,8.075
54.9,8.2,2015-07-01T23:00:00,60.4,54.9,8.075
58.1,3.9,2015-07-01T23:49:00,54.3,57.6,3.8249999999999997
51.4,2.0,2015-07-02T00:00:00,59.7,51.3,2.125
54.8,3.2,2015-07-02T00:00:00,58.3,54.9,2.9749999999999996
56.5,3.2,2015-07-02T00:00:00,56.1,56.699999999999996,2.9749999999999996
55.0,6.4,2015-07-02T00:00:00,57.4,54.9,6.375
54.2,7.8,2015-07-02T00:00:00,60.4,54.0,8.075
53.9,7.8,2015-07-02T00:00:00,59.4,54.0,8.075
54.2,7.9,2015-07-02T00:00:00,62.8,54.0,8.075
54.1,8.0,2015-07-02T00:00:00,60.4,54.0,8.075
54.0,8.1,2015-07-02T00:00:00,60.3,54.0,8.075
54.9,8.1,2015-07-02T00:00:00,60.1,54.9,8.075
54.9,8.2,2015-07-02T00:00:00,60.8,54.9,8.075
58.1,3.9,2015-07-02T00:49:00,54.1,57.6,3.8249999999999997
57.2,0.8,2015-07-02T01:00:00,54.3,56.699999999999996,0.425
51.2,1.8,2015-07-02T01:00:00,60.3,51.3,2.125
51.4,2.0,2015-07-02T01:00:00,59.9,51.3,2.125
54.8,3.3,2015-07-02T01:00:00,57.9,54.9,2.9749999999999996
55.0,6.4,2015-07-02T01:00:00,57.4,54.9,6.375
54.2,7.8,2015-07-02T01:00:00,61.5,54.0,8.075
53.9,7.9,2015-07-02T01:00:00,59.4,54.0,8.075
54.2,7.9,2015-07-02T01:00:00,62.1,54.0,8.075
54.1,8.0,2015-07-02T01:00:00,60.6,54.0,8.075
54.8,8.2,2015-07-02T01:00:00,60.1,54.9,8.075
58.1,3.9,2015-07-02T01:49:00,54.0,57.6,3.8249999999999997
51.2,1.8,2015-07-02T02:00:00,60.1,51.3,2.125
51.4,2.0,2015-07-02T02:00:00,59.7,51.3,2.125
54.7,3.5,2015-07-02T02:00:00,57.9,54.9,3.8249999999999997
55.0,6.4,2015-07-02T02:00:00,57.6,54.9,6.375
54.2,7.8,2015-07-02T02:00:00,61.5,54.0,8.075
53.9,7.8,2015-07-02T02:00:00,59.5,54.0,8.075
54.2,7.9,2015-07-02T02:00:00,62.1,54.0,8.075
54.1,8.0,2015-07-02T02:00:00,59.5,54.0,8.075
54.0,8.1,2015-07-02T02:00:00,59.0,54.0,8.075
54.9,8.2,2015-07-02T02:00:00,60.4,54.9,8.075
54.8,8.2,2015-07-02T02:00:00,60.1,54.9,8.075
58.1,3.9,2015-07-02T02:49:00,53.6,57.6,3.8249999999999997
57.2,0.8,2015-07-02T03:00:00,54.1,56.699999999999996,0.425
51.2,1.8,2015-07-02T03:00:00,59.7,51.3,2.125
51.4,2.0,2015-07-02T03:00:00,59.5,51.3,2.125
51.8,2.6,2015-07-02T03:00:00,59.0,51.3,2.9749999999999996
56.5,3.2,2015-07-02T03:00:00,55.2,56.699999999999996,2.9749999999999996
54.8,3.4,2015-07-02T03:00:00,57.9,54.9,2.9749999999999996
55.4,6.1,2015-07-02T03:00:00,57.2,54.9,6.375
54.2,7.8,2015-07-02T03:00:00,60.8,54.0,8.075
53.9,7.8,2015-07-02T03:00:00,59.0,54.0,8.075
54.2,7.9,2015-07-02T03:00:00,61.7,54.0,8.075
54.8,8.0,2015-07-02T03:00:00,60.6,54.9,8.075
54.1,8.0,2015-07-02T03:00:00,59.9,54.0,8.075
54.9,8.2,2015-07-02T03:00:00,60.3,54.9,8.075
58.1,3.9,2015-07-02T03:49:00,53.4,57.6,3.8249999999999997
57.2,0.8,2015-07-02T04:00:00,54.1,56.699999999999996,0.425
51.2,1.8,2015-07-02T04:00:00,59.7,51.3,2.125
51.4,2.0,2015-07-02T04:00:00,59.5,51.3,2.125
54.8,3.4,2015-07-02T04:00:00,57.9,54.9,2.9749999999999996
55.0,6.4,2015-07-02T04:00:00,57.7,54.9,6.375
54.2,7.8,2015-07-02T04:00:00,60.1,54.0,8.075
53.9,7.8,2015-07-02T04:00:00,59.5,54.0,8.075
54.7,7.9,2015-07-02T04:00:00,59.7,54.9,8.075
54.2,7.9,2015-07-02T04:00:00,60.4,54.0,8.075
54.1,8.0,2015-07-02T04:00:00,59.7,54.0,8.075
54.9,8.2,2015-07-02T04:00:00,60.1,54.9,8.075
58.1,3.9,2015-07-02T04:49:00,53.6,57.6,3.8249999999999997
51.2,1.8,2015-07-02T05:00:00,59.5,51.3,2.125
51.4,2.0,2015-07-02T05:00:00,59.5,51.3,2.125
54.8,3.6,2015-07-02T05:00:00,57.7,54.9,3.8249999999999997
57.5,3.9,2015-07-02T05:00:00,55.4,57.6,3.8249999999999997
55.0,6.4,2015-07-02T05:00:00,57.9,54.9,6.375
55.9,6.5,2015-07-02T05:00:00,57.2,55.8,6.375
54.2,7.8,2015-07-02T05:00:00,59.9,54.0,8.075
53.9,7.8,2015-07-02T05:00:00,59.9,54.0,8.075
54.5,7.9,2015-07-02T05:00:00,60.1,54.0,8.075
54.2,7.9,2015-07-02T05:00:00,60.8,54.0,8.075
54.1,8.0,2015-07-02T05:00:00,60.1,54.0,8.075
54.0,8.1,2015-07-02T05:00:00,58.3,54.0,8.075
