Latitude,Longitude,Time of Observation,Sea Surface Temperature,Latitude1,Longitude1
54.8,7.1,2016-07-13T22:00:00,60.3,54.9,7.225
53.8,7.4,2016-07-13T22:00:00,63.3,54.0,7.225
54.2,7.8,2016-07-13T22:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-13T22:00:00,63.0,54.0,8.075
53.9,7.9,2016-07-13T22:00:00,63.5,54.0,8.075
54.0,8.2,2016-07-13T22:00:00,63.5,54.0,8.075
55.3,1.0,2016-07-13T22:00:00,59.7,54.9,1.275
52.6,1.9,2016-07-13T23:00:00,61.0,52.199999999999996,2.125
51.4,2.0,2016-07-13T23:00:00,60.1,51.3,2.125
51.6,2.3,2016-07-13T23:00:00,61.2,51.3,2.125
55.0,6.4,2016-07-13T23:00:00,59.9,54.9,6.375
55.2,6.4,2016-07-13T23:00:00,59.7,54.9,6.375
54.8,7.0,2016-07-13T23:00:00,60.3,54.9,7.225
53.8,7.5,2016-07-13T23:00:00,63.7,54.0,7.225
54.2,7.8,2016-07-13T23:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-13T23:00:00,62.8,54.0,8.075
53.9,7.9,2016-07-13T23:00:00,63.7,54.0,8.075
54.0,8.2,2016-07-13T23:00:00,63.5,54.0,8.075
50.8,1.4,2016-07-14T00:00:00,61.2,50.4,1.275
51.4,2.0,2016-07-14T00:00:00,59.9,51.3,2.125
52.7,2.0,2016-07-14T00:00:00,61.0,52.199999999999996,2.125
51.7,2.5,2016-07-14T00:00:00,61.2,51.3,2.125
56.5,3.2,2016-07-14T00:00:00,59.5,56.699999999999996,2.9749999999999996
55.0,6.4,2016-07-14T00:00:00,59.7,54.9,6.375
55.2,6.4,2016-07-14T00:00:00,59.9,54.9,6.375
54.8,7.1,2016-07-14T00:00:00,59.7,54.9,7.225
53.9,7.5,2016-07-14T00:00:00,63.9,54.0,7.225
54.2,7.8,2016-07-14T00:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T00:00:00,63.0,54.0,8.075
57.9,7.9,2016-07-14T00:00:00,63.7,57.6,8.075
54.0,8.2,2016-07-14T00:00:00,64.4,54.0,8.075
51.0,1.5,2016-07-14T01:00:00,60.6,51.3,1.275
51.4,2.0,2016-07-14T01:00:00,59.9,51.3,2.125
52.7,2.0,2016-07-14T01:00:00,61.3,52.199999999999996,2.125
51.9,2.8,2016-07-14T01:00:00,61.5,52.199999999999996,2.9749999999999996
55.0,6.4,2016-07-14T01:00:00,59.7,54.9,6.375
55.1,6.4,2016-07-14T01:00:00,59.7,54.9,6.375
54.8,7.1,2016-07-14T01:00:00,59.7,54.9,7.225
53.8,7.5,2016-07-14T01:00:00,63.9,54.0,7.225
54.2,7.8,2016-07-14T01:00:00,61.9,54.0,8.075
54.2,7.9,2016-07-14T01:00:00,63.0,54.0,8.075
53.9,7.9,2016-07-14T01:00:00,63.9,54.0,8.075
54.0,8.2,2016-07-14T01:00:00,63.5,54.0,8.075
51.1,1.7,2016-07-14T02:00:00,60.8,51.3,1.275
52.7,1.9,2016-07-14T02:00:00,61.3,52.199999999999996,2.125
51.4,2.0,2016-07-14T02:00:00,60.1,51.3,2.125
52.0,3.0,2016-07-14T02:00:00,61.5,52.199999999999996,2.9749999999999996
55.0,6.4,2016-07-14T02:00:00,59.4,54.9,6.375
55.1,6.5,2016-07-14T02:00:00,60.8,54.9,6.375
54.7,7.0,2016-07-14T02:00:00,60.1,54.9,7.225
53.9,7.5,2016-07-14T02:00:00,63.7,54.0,7.225
54.2,7.9,2016-07-14T02:00:00,62.8,54.0,8.075
53.9,7.9,2016-07-14T02:00:00,63.5,54.0,8.075
54.0,8.2,2016-07-14T02:00:00,63.3,54.0,8.075
52.7,1.9,2016-07-14T03:00:00,61.3,52.199999999999996,2.125
51.2,1.9,2016-07-14T03:00:00,60.8,51.3,2.125
51.4,2.0,2016-07-14T03:00:00,59.9,51.3,2.125
56.5,3.2,2016-07-14T03:00:00,59.5,56.699999999999996,2.9749999999999996
52.2,3.2,2016-07-14T03:00:00,61.5,52.199999999999996,2.9749999999999996
55.0,6.4,2016-07-14T03:00:00,59.0,54.9,6.375
55.0,6.7,2016-07-14T03:00:00,60.4,54.9,6.375
54.7,7.0,2016-07-14T03:00:00,60.6,54.9,7.225
53.9,7.7,2016-07-14T03:00:00,63.7,54.0,8.075
54.2,7.9,2016-07-14T03:00:00,62.6,54.0,8.075
53.9,7.9,2016-07-14T03:00:00,63.7,54.0,8.075
54.9,8.2,2016-07-14T03:00:00,63.3,54.9,8.075
54.0,8.2,2016-07-14T03:00:00,63.1,54.0,8.075
51.1,1.0,2016-07-14T03:00:00,59.4,51.3,1.275
55.3,1.0,2016-07-14T03:00:00,54.9,54.9,1.275
52.7,1.9,2016-07-14T04:00:00,60.4,52.199999999999996,2.125
51.4,2.0,2016-07-14T04:00:00,59.9,51.3,2.125
51.3,2.1,2016-07-14T04:00:00,60.6,51.3,2.125
52.3,3.4,2016-07-14T04:00:00,61.2,52.199999999999996,2.9749999999999996
55.0,6.4,2016-07-14T04:00:00,58.5,54.9,6.375
55.0,6.7,2016-07-14T04:00:00,60.3,54.9,6.375
54.7,7.1,2016-07-14T04:00:00,60.3,54.9,7.225
54.2,7.8,2016-07-14T04:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T04:00:00,63.3,54.0,8.075
53.9,7.9,2016-07-14T04:00:00,63.3,54.0,8.075
54.2,7.9,2016-07-14T04:00:00,62.4,54.0,8.075
53.9,7.9,2016-07-14T04:00:00,63.5,54.0,8.075
54.0,8.2,2016-07-14T04:00:00,63.3,54.0,8.075
51.4,2.0,2016-07-14T05:00:00,59.9,51.3,2.125
52.7,2.1,2016-07-14T05:00:00,60.4,52.199999999999996,2.125
51.5,2.2,2016-07-14T05:00:00,60.6,51.3,2.125
52.5,3.7,2016-07-14T05:00:00,61.5,52.199999999999996,3.8249999999999997
55.0,6.4,2016-07-14T05:00:00,58.5,54.9,6.375
55.1,6.6,2016-07-14T05:00:00,60.3,54.9,6.375
54.8,7.1,2016-07-14T05:00:00,59.4,54.9,7.225
54.2,7.8,2016-07-14T05:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T05:00:00,63.9,54.0,8.075
54.2,7.9,2016-07-14T05:00:00,62.2,54.0,8.075
53.9,7.9,2016-07-14T05:00:00,63.9,54.0,8.075
54.9,8.2,2016-07-14T05:00:00,63.3,54.9,8.075
53.8,8.2,2016-07-14T05:00:00,64.4,54.0,8.075
58.4,1.9,2016-07-14T06:00:00,54.7,58.5,2.125
51.4,2.0,2016-07-14T06:00:00,59.9,51.3,2.125
52.7,2.4,2016-07-14T06:00:00,59.2,52.199999999999996,2.125
51.6,2.4,2016-07-14T06:00:00,60.6,51.3,2.125
56.5,3.2,2016-07-14T06:00:00,59.4,56.699999999999996,2.9749999999999996
52.6,3.9,2016-07-14T06:00:00,61.7,52.199999999999996,3.8249999999999997
55.0,6.4,2016-07-14T06:00:00,58.3,54.9,6.375
55.1,6.5,2016-07-14T06:00:00,59.7,54.9,6.375
54.8,7.1,2016-07-14T06:00:00,59.4,54.9,7.225
54.2,7.8,2016-07-14T06:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T06:00:00,65.8,54.0,8.075
54.2,7.9,2016-07-14T06:00:00,62.2,54.0,8.075
54.9,8.2,2016-07-14T06:00:00,63.3,54.9,8.075
54.0,8.2,2016-07-14T06:00:00,62.6,54.0,8.075
55.3,1.0,2016-07-14T06:00:00,55.4,54.9,1.275
51.4,2.0,2016-07-14T07:00:00,60.1,51.3,2.125
51.8,2.6,2016-07-14T07:00:00,60.8,51.3,2.9749999999999996
52.7,2.7,2016-07-14T07:00:00,58.8,52.199999999999996,2.9749999999999996
52.7,4.1,2016-07-14T07:00:00,61.5,52.199999999999996,3.8249999999999997
55.1,6.3,2016-07-14T07:00:00,59.2,54.9,6.375
55.0,6.4,2016-07-14T07:00:00,58.5,54.9,6.375
54.8,7.1,2016-07-14T07:00:00,59.5,54.9,7.225
54.2,7.8,2016-07-14T07:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T07:00:00,63.9,54.0,8.075
54.2,7.9,2016-07-14T07:00:00,62.2,54.0,8.075
53.9,7.9,2016-07-14T07:00:00,63.7,54.0,8.075
54.9,8.2,2016-07-14T07:00:00,63.3,54.9,8.075
54.0,8.2,2016-07-14T07:00:00,62.6,54.0,8.075
51.4,2.0,2016-07-14T08:00:00,60.3,51.3,2.125
51.9,2.8,2016-07-14T08:00:00,60.8,52.199999999999996,2.9749999999999996
52.7,3.0,2016-07-14T08:00:00,59.5,52.199999999999996,2.9749999999999996
52.9,4.3,2016-07-14T08:00:00,61.5,53.1,4.675
55.3,6.3,2016-07-14T08:00:00,59.2,54.9,6.375
55.0,6.4,2016-07-14T08:00:00,58.6,54.9,6.375
54.8,7.1,2016-07-14T08:00:00,59.4,54.9,7.225
54.2,7.8,2016-07-14T08:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T08:00:00,64.6,54.0,8.075
54.2,7.9,2016-07-14T08:00:00,62.4,54.0,8.075
53.9,7.9,2016-07-14T08:00:00,63.9,54.0,8.075
54.0,8.2,2016-07-14T08:00:00,63.3,54.0,8.075
58.4,1.9,2016-07-14T09:00:00,55.2,58.5,2.125
51.4,2.0,2016-07-14T09:00:00,60.3,51.3,2.125
52.1,3.0,2016-07-14T09:00:00,60.8,52.199999999999996,2.9749999999999996
52.7,3.2,2016-07-14T09:00:00,59.7,52.199999999999996,2.9749999999999996
56.5,3.2,2016-07-14T09:00:00,59.4,56.699999999999996,2.9749999999999996
53.1,4.4,2016-07-14T09:00:00,63.9,53.1,4.675
55.4,6.2,2016-07-14T09:00:00,58.8,54.9,6.375
55.0,6.4,2016-07-14T09:00:00,59.2,54.9,6.375
54.8,7.2,2016-07-14T09:00:00,59.2,54.9,7.225
54.2,7.8,2016-07-14T09:00:00,61.7,54.0,8.075
53.9,7.8,2016-07-14T09:00:00,63.9,54.0,8.075
54.2,7.9,2016-07-14T09:00:00,64.8,54.0,8.075
54.2,7.9,2016-07-14T09:00:00,62.4,54.0,8.075
54.9,8.2,2016-07-14T09:00:00,63.0,54.9,8.075
54.0,8.2,2016-07-14T09:00:00,62.8,54.0,8.075
51.4,2.0,2016-07-14T10:00:00,60.6,51.3,2.125
52.2,3.3,2016-07-14T10:00:00,60.8,52.199999999999996,2.9749999999999996
52.7,3.5,2016-07-14T10:00:00,60.4,52.199999999999996,3.8249999999999997
53.2,4.6,2016-07-14T10:00:00,63.5,53.1,4.675
55.4,6.1,2016-07-14T10:00:00,59.0,54.9,6.375
55.0,6.4,2016-07-14T10:00:00,58.8,54.9,6.375
54.8,7.2,2016-07-14T10:00:00,59.2,54.9,7.225
54.2,7.8,2016-07-14T10:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T10:00:00,62.2,54.0,8.075
54.2,8.0,2016-07-14T10:00:00,62.2,54.0,8.075
54.0,8.1,2016-07-14T10:00:00,63.1,54.0,8.075
54.9,8.2,2016-07-14T10:00:00,63.3,54.9,8.075
54.0,8.2,2016-07-14T10:00:00,63.7,54.0,8.075
51.4,2.0,2016-07-14T11:00:00,60.8,51.3,2.125
52.4,3.5,2016-07-14T11:00:00,60.8,52.199999999999996,3.8249999999999997
52.7,3.7,2016-07-14T11:00:00,61.3,52.199999999999996,3.8249999999999997
53.4,4.8,2016-07-14T11:00:00,61.5,53.1,4.675
55.4,6.0,2016-07-14T11:00:00,59.0,54.9,6.375
55.0,6.4,2016-07-14T11:00:00,59.0,54.9,6.375
54.7,7.2,2016-07-14T11:00:00,59.4,54.9,7.225
54.2,7.8,2016-07-14T11:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T11:00:00,62.2,54.0,8.075
54.0,8.2,2016-07-14T11:00:00,63.3,54.0,8.075
58.4,1.9,2016-07-14T12:00:00,55.6,58.5,2.125
51.4,2.0,2016-07-14T12:00:00,61.0,51.3,2.125
56.5,3.2,2016-07-14T12:00:00,59.4,56.699999999999996,2.9749999999999996
52.0,3.6,2016-07-14T12:00:00,61.0,52.199999999999996,3.8249999999999997
52.5,3.7,2016-07-14T12:00:00,61.2,52.199999999999996,3.8249999999999997
52.7,4.0,2016-07-14T12:00:00,62.1,52.199999999999996,3.8249999999999997
51.4,4.2,2016-07-14T12:00:00,69.6,51.3,3.8249999999999997
53.5,5.1,2016-07-14T12:00:00,63.3,53.1,4.675
55.3,6.2,2016-07-14T12:00:00,58.8,54.9,6.375
55.0,6.4,2016-07-14T12:00:00,59.7,54.9,6.375
54.7,7.2,2016-07-14T12:00:00,59.4,54.9,7.225
54.4,7.5,2016-07-14T12:00:00,61.2,54.0,7.225
54.2,7.8,2016-07-14T12:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T12:00:00,62.4,54.0,8.075
54.9,8.2,2016-07-14T12:00:00,63.3,54.9,8.075
50.8,1.0,2016-07-14T12:00:00,57.2,50.4,1.275
51.4,2.0,2016-07-14T13:00:00,61.2,51.3,2.125
52.6,3.9,2016-07-14T13:00:00,61.5,52.199999999999996,3.8249999999999997
51.4,3.9,2016-07-14T13:00:00,68.0,51.3,3.8249999999999997
52.7,4.3,2016-07-14T13:00:00,62.8,52.199999999999996,4.675
53.6,5.4,2016-07-14T13:00:00,63.0,53.1,5.5249999999999995
55.3,6.3,2016-07-14T13:00:00,59.7,54.9,6.375
55.0,6.4,2016-07-14T13:00:00,59.5,54.9,6.375
54.7,7.3,2016-07-14T13:00:00,59.5,54.9,7.225
54.2,7.8,2016-07-14T13:00:00,61.9,54.0,8.075
54.2,7.9,2016-07-14T13:00:00,62.6,54.0,8.075
54.9,8.2,2016-07-14T13:00:00,63.3,54.9,8.075
51.4,2.0,2016-07-14T14:00:00,61.5,51.3,2.125
51.4,3.6,2016-07-14T14:00:00,67.8,51.3,3.8249999999999997
52.8,4.1,2016-07-14T14:00:00,61.5,53.1,3.8249999999999997
52.9,4.3,2016-07-14T14:00:00,62.8,53.1,4.675
55.0,6.4,2016-07-14T14:00:00,59.9,54.9,6.375
55.2,6.4,2016-07-14T14:00:00,59.5,54.9,6.375
54.7,7.3,2016-07-14T14:00:00,59.7,54.9,7.225
54.2,7.8,2016-07-14T14:00:00,61.9,54.0,8.075
54.2,7.9,2016-07-14T14:00:00,62.8,54.0,8.075
54.9,8.2,2016-07-14T14:00:00,63.3,54.9,8.075
58.4,1.9,2016-07-14T15:00:00,55.8,58.5,2.125
51.4,2.0,2016-07-14T15:00:00,61.9,51.3,2.125
56.5,3.2,2016-07-14T15:00:00,59.2,56.699999999999996,2.9749999999999996
51.4,3.3,2016-07-14T15:00:00,67.5,51.3,2.9749999999999996
52.9,4.3,2016-07-14T15:00:00,61.7,53.1,4.675
52.9,4.3,2016-07-14T15:00:00,61.5,53.1,4.675
55.0,6.4,2016-07-14T15:00:00,59.2,54.9,6.375
55.1,6.5,2016-07-14T15:00:00,59.5,54.9,6.375
54.7,7.3,2016-07-14T15:00:00,59.7,54.9,7.225
54.2,7.8,2016-07-14T15:00:00,61.9,54.0,8.075
54.2,7.9,2016-07-14T15:00:00,62.2,54.0,8.075
54.9,8.2,2016-07-14T15:00:00,63.3,54.9,8.075
51.4,2.0,2016-07-14T16:00:00,61.9,51.3,2.125
51.5,3.1,2016-07-14T16:00:00,66.9,51.3,2.9749999999999996
53.1,4.3,2016-07-14T16:00:00,63.7,53.1,4.675
53.0,4.4,2016-07-14T16:00:00,62.6,53.1,4.675
55.0,6.4,2016-07-14T16:00:00,59.5,54.9,6.375
55.2,6.4,2016-07-14T16:00:00,59.7,54.9,6.375
53.8,6.4,2016-07-14T16:00:00,63.3,54.0,6.375
55.4,6.4,2016-07-14T16:00:00,59.0,54.9,6.375
54.7,7.3,2016-07-14T16:00:00,59.7,54.9,7.225
54.2,7.8,2016-07-14T16:00:00,61.9,54.0,8.075
54.2,7.9,2016-07-14T16:00:00,63.1,54.0,8.075
54.9,8.2,2016-07-14T16:00:00,63.3,54.9,8.075
51.4,2.0,2016-07-14T17:00:00,61.9,51.3,2.125
53.1,4.3,2016-07-14T17:00:00,64.0,53.1,4.675
53.1,4.5,2016-07-14T17:00:00,63.3,53.1,4.675
55.0,6.4,2016-07-14T17:00:00,59.4,54.9,6.375
55.2,6.4,2016-07-14T17:00:00,60.1,54.9,6.375
53.8,6.8,2016-07-14T17:00:00,63.3,54.0,6.375
54.7,7.3,2016-07-14T17:00:00,59.7,54.9,7.225
54.2,7.8,2016-07-14T17:00:00,61.9,54.0,8.075
54.2,7.9,2016-07-14T17:00:00,63.3,54.0,8.075
54.9,8.2,2016-07-14T17:00:00,63.3,54.9,8.075
50.8,1.0,2016-07-14T17:00:00,63.5,50.4,1.275
51.4,2.0,2016-07-14T18:00:00,61.9,51.3,2.125
51.7,2.3,2016-07-14T18:00:00,59.2,51.3,2.125
56.5,3.2,2016-07-14T18:00:00,59.4,56.699999999999996,2.9749999999999996
51.9,3.4,2016-07-14T18:00:00,64.8,52.199999999999996,2.9749999999999996
53.2,4.3,2016-07-14T18:00:00,61.0,53.1,4.675
53.3,4.6,2016-07-14T18:00:00,61.7,53.1,4.675
55.3,6.3,2016-07-14T18:00:00,59.9,54.9,6.375
54.9,6.3,2016-07-14T18:00:00,60.1,54.9,6.375
55.0,6.4,2016-07-14T18:00:00,59.0,54.9,6.375
53.8,7.1,2016-07-14T18:00:00,63.3,54.0,7.225
54.7,7.5,2016-07-14T18:00:00,60.1,54.9,7.225
54.2,7.8,2016-07-14T18:00:00,61.7,54.0,8.075
56.9,7.8,2016-07-14T18:00:00,59.0,56.699999999999996,8.075
54.2,7.9,2016-07-14T18:00:00,63.3,54.0,8.075
54.9,8.2,2016-07-14T18:00:00,63.3,54.9,8.075
51.2,1.8,2016-07-14T19:00:00,62.1,51.3,2.125
51.4,2.0,2016-07-14T19:00:00,61.3,51.3,2.125
52.2,3.4,2016-07-14T19:00:00,63.5,52.199999999999996,2.9749999999999996
53.2,4.2,2016-07-14T19:00:00,60.8,53.1,3.8249999999999997
53.4,4.7,2016-07-14T19:00:00,60.8,53.1,4.675
54.9,6.1,2016-07-14T19:00:00,58.3,54.9,6.375
55.3,6.2,2016-07-14T19:00:00,59.2,54.9,6.375
55.0,6.4,2016-07-14T19:00:00,59.4,54.9,6.375
53.9,7.4,2016-07-14T19:00:00,63.3,54.0,7.225
54.7,7.7,2016-07-14T19:00:00,61.2,54.9,8.075
54.2,7.8,2016-07-14T19:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T19:00:00,63.3,54.0,8.075
54.9,8.2,2016-07-14T19:00:00,63.1,54.9,8.075
51.4,2.0,2016-07-14T20:00:00,61.2,51.3,2.125
52.4,3.6,2016-07-14T20:00:00,63.0,52.199999999999996,3.8249999999999997
53.2,4.2,2016-07-14T20:00:00,61.0,53.1,3.8249999999999997
53.5,5.0,2016-07-14T20:00:00,61.2,53.1,4.675
55.0,5.9,2016-07-14T20:00:00,59.0,54.9,5.5249999999999995
55.3,6.2,2016-07-14T20:00:00,59.2,54.9,6.375
55.0,6.4,2016-07-14T20:00:00,58.8,54.9,6.375
54.7,7.7,2016-07-14T20:00:00,61.3,54.9,8.075
53.9,7.7,2016-07-14T20:00:00,63.9,54.0,8.075
54.2,7.8,2016-07-14T20:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T20:00:00,63.3,54.0,8.075
54.9,8.2,2016-07-14T20:00:00,63.1,54.9,8.075
51.4,2.0,2016-07-14T21:00:00,61.0,51.3,2.125
56.5,3.2,2016-07-14T21:00:00,59.2,56.699999999999996,2.9749999999999996
52.6,3.9,2016-07-14T21:00:00,63.3,52.199999999999996,3.8249999999999997
53.2,4.1,2016-07-14T21:00:00,60.8,53.1,3.8249999999999997
53.5,5.2,2016-07-14T21:00:00,62.4,53.1,5.5249999999999995
55.1,5.7,2016-07-14T21:00:00,59.7,54.9,5.5249999999999995
55.7,6.1,2016-07-14T21:00:00,59.0,55.8,6.375
55.4,6.2,2016-07-14T21:00:00,59.0,54.9,6.375
55.0,6.4,2016-07-14T21:00:00,59.2,54.9,6.375
54.7,7.6,2016-07-14T21:00:00,61.0,54.9,7.225
54.2,7.8,2016-07-14T21:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T21:00:00,63.3,54.0,8.075
54.0,8.0,2016-07-14T21:00:00,63.0,54.0,8.075
54.9,8.2,2016-07-14T21:00:00,63.1,54.9,8.075
51.4,2.0,2016-07-14T22:00:00,60.8,51.3,2.125
53.2,4.2,2016-07-14T22:00:00,61.0,53.1,3.8249999999999997
52.8,4.2,2016-07-14T22:00:00,63.3,53.1,3.8249999999999997
55.2,5.4,2016-07-14T22:00:00,59.5,54.9,5.5249999999999995
53.6,5.5,2016-07-14T22:00:00,62.1,53.1,5.5249999999999995
55.4,6.2,2016-07-14T22:00:00,59.2,54.9,6.375
55.0,6.4,2016-07-14T22:00:00,59.5,54.9,6.375
54.7,7.5,2016-07-14T22:00:00,60.6,54.9,7.225
54.2,7.8,2016-07-14T22:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T22:00:00,63.3,54.0,8.075
54.9,8.2,2016-07-14T22:00:00,63.1,54.9,8.075
51.4,2.0,2016-07-14T23:00:00,60.8,51.3,2.125
53.2,4.2,2016-07-14T23:00:00,61.0,53.1,3.8249999999999997
53.1,4.4,2016-07-14T23:00:00,64.8,53.1,4.675
55.3,5.2,2016-07-14T23:00:00,57.9,54.9,5.5249999999999995
53.6,5.8,2016-07-14T23:00:00,61.5,53.1,5.5249999999999995
55.0,6.4,2016-07-14T23:00:00,59.5,54.9,6.375
55.2,6.4,2016-07-14T23:00:00,59.9,54.9,6.375
54.7,7.5,2016-07-14T23:00:00,60.4,54.9,7.225
54.2,7.8,2016-07-14T23:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-14T23:00:00,63.1,54.0,8.075
54.9,8.2,2016-07-14T23:00:00,63.0,54.9,8.075
51.0,1.4,2016-07-15T00:00:00,59.0,51.3,1.275
51.4,2.0,2016-07-15T00:00:00,60.6,51.3,2.125
56.5,3.2,2016-07-15T00:00:00,59.2,56.699999999999996,2.9749999999999996
53.2,4.2,2016-07-15T00:00:00,60.8,53.1,3.8249999999999997
53.3,4.6,2016-07-15T00:00:00,64.2,53.1,4.675
55.3,5.0,2016-07-15T00:00:00,58.8,54.9,4.675
53.7,6.1,2016-07-15T00:00:00,61.7,54.0,6.375
55.0,6.4,2016-07-15T00:00:00,60.1,54.9,6.375
55.1,6.5,2016-07-15T00:00:00,59.7,54.9,6.375
54.7,7.4,2016-07-15T00:00:00,60.3,54.9,7.225
54.2,7.8,2016-07-15T00:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-15T00:00:00,63.1,54.0,8.075
54.9,8.2,2016-07-15T00:00:00,63.0,54.9,8.075
51.4,2.0,2016-07-15T01:00:00,60.6,51.3,2.125
53.2,4.2,2016-07-15T01:00:00,61.0,53.1,3.8249999999999997
57.1,4.5,2016-07-15T01:00:00,58.8,56.699999999999996,4.675
55.4,4.8,2016-07-15T01:00:00,58.1,54.9,4.675
53.5,4.9,2016-07-15T01:00:00,63.3,53.1,4.675
53.7,6.3,2016-07-15T01:00:00,62.4,54.0,6.375
55.0,6.4,2016-07-15T01:00:00,59.4,54.9,6.375
55.2,6.4,2016-07-15T01:00:00,59.7,54.9,6.375
54.7,7.5,2016-07-15T01:00:00,60.4,54.9,7.225
54.2,7.8,2016-07-15T01:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-15T01:00:00,63.1,54.0,8.075
54.9,8.2,2016-07-15T01:00:00,63.0,54.9,8.075
51.4,2.0,2016-07-15T02:00:00,60.6,51.3,2.125
53.2,4.2,2016-07-15T02:00:00,61.0,53.1,3.8249999999999997
55.5,4.6,2016-07-15T02:00:00,59.2,55.8,4.675
53.5,5.4,2016-07-15T02:00:00,64.2,53.1,5.5249999999999995
55.0,6.4,2016-07-15T02:00:00,59.9,54.9,6.375
55.2,6.4,2016-07-15T02:00:00,59.7,54.9,6.375
53.8,6.7,2016-07-15T02:00:00,62.4,54.0,6.375
54.7,7.5,2016-07-15T02:00:00,60.4,54.9,7.225
54.2,7.8,2016-07-15T02:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-15T02:00:00,63.1,54.0,8.075
54.0,8.1,2016-07-15T02:00:00,62.1,54.0,8.075
54.9,8.2,2016-07-15T02:00:00,63.0,54.9,8.075
51.4,2.0,2016-07-15T03:00:00,60.6,51.3,2.125
53.2,4.2,2016-07-15T03:00:00,60.6,53.1,3.8249999999999997
55.6,4.4,2016-07-15T03:00:00,60.6,55.8,4.675
53.6,5.8,2016-07-15T03:00:00,63.5,53.1,5.5249999999999995
55.0,6.4,2016-07-15T03:00:00,59.2,54.9,6.375
55.2,6.4,2016-07-15T03:00:00,59.7,54.9,6.375
53.8,7.0,2016-07-15T03:00:00,62.6,54.0,7.225
54.7,7.5,2016-07-15T03:00:00,60.4,54.9,7.225
54.2,7.8,2016-07-15T03:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-15T03:00:00,63.0,54.0,8.075
53.9,7.9,2016-07-15T03:00:00,61.7,54.0,8.075
54.9,8.2,2016-07-15T03:00:00,63.0,54.9,8.075
51.2,1.8,2016-07-15T04:00:00,61.2,51.3,2.125
51.4,2.0,2016-07-15T04:00:00,60.4,51.3,2.125
53.1,4.2,2016-07-15T04:00:00,61.0,53.1,3.8249999999999997
55.7,4.2,2016-07-15T04:00:00,58.6,55.8,3.8249999999999997
54.5,5.2,2016-07-15T04:00:00,59.0,54.0,5.5249999999999995
53.7,6.2,2016-07-15T04:00:00,63.9,54.0,6.375
55.0,6.4,2016-07-15T04:00:00,59.4,54.9,6.375
55.2,6.4,2016-07-15T04:00:00,59.7,54.9,6.375
53.9,7.3,2016-07-15T04:00:00,62.4,54.0,7.225
54.7,7.5,2016-07-15T04:00:00,60.3,54.9,7.225
54.2,7.8,2016-07-15T04:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-15T04:00:00,63.0,54.0,8.075
54.9,8.2,2016-07-15T04:00:00,63.0,54.9,8.075
51.4,2.0,2016-07-15T05:00:00,60.3,51.3,2.125
53.1,4.0,2016-07-15T05:00:00,60.6,53.1,3.8249999999999997
55.8,4.0,2016-07-15T05:00:00,59.5,55.8,3.8249999999999997
55.0,6.4,2016-07-15T05:00:00,59.4,54.9,6.375
55.2,6.5,2016-07-15T05:00:00,59.7,54.9,6.375
53.8,6.6,2016-07-15T05:00:00,64.4,54.0,6.375
54.7,7.5,2016-07-15T05:00:00,60.1,54.9,7.225
53.9,7.6,2016-07-15T05:00:00,62.6,54.0,7.225
54.2,7.8,2016-07-15T05:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-15T05:00:00,63.0,54.0,8.075
54.9,8.2,2016-07-15T05:00:00,63.0,54.9,8.075
51.2,1.8,2016-07-15T06:00:00,61.0,51.3,2.125
58.4,1.9,2016-07-15T06:00:00,54.7,58.5,2.125
51.4,2.0,2016-07-15T06:00:00,60.3,51.3,2.125
56.5,3.2,2016-07-15T06:00:00,59.0,56.699999999999996,2.9749999999999996
53.1,3.7,2016-07-15T06:00:00,60.4,53.1,3.8249999999999997
55.8,3.9,2016-07-15T06:00:00,59.0,55.8,3.8249999999999997
55.0,6.4,2016-07-15T06:00:00,59.2,54.9,6.375
55.1,6.5,2016-07-15T06:00:00,59.7,54.9,6.375
53.8,7.0,2016-07-15T06:00:00,64.8,54.0,7.225
54.7,7.5,2016-07-15T06:00:00,59.9,54.9,7.225
54.2,7.8,2016-07-15T06:00:00,61.7,54.0,8.075
54.2,7.9,2016-07-15T06:00:00,63.0,54.0,8.075
54.0,7.9,2016-07-15T06:00:00,62.6,54.0,8.075
